date,category,product_name,quantity,price,total_amount,discount,final_amount
4/16/2025,Frozen Foods,Milk,2,15.34,30.68,3.07,27.61
5/2/2024,Personal Care,Bananas,3,28.07,84.21,2.68,81.53
7/4/2024,Health & Wellness,Apples,4,28.67,114.68,3.35,111.33
9/29/2023,Frozen Foods,Yogurt,1,27.74,27.74,2.15,25.59
12/21/2024,Snacks & Candy,Cheese,4,3.38,13.52,2.03,11.49
8/16/2023,Frozen Foods,Bread,5,27.7,138.5,2.31,136.19
5/6/2025,Frozen Foods,Cheese,2,2.67,5.34,2.81,2.53
10/27/2023,Frozen Foods,Apples,1,1.36,1.36,0.27,1.09
5/14/2024,Canned Goods,Carrots,5,23.7,118.5,23.7,94.8
2/6/2025,Meat & Seafood,Pasta,1,23.36,23.36,2.34,21.02
7/10/2024,Personal Care,Bread,3,21.65,64.95,6.5,58.45
2/26/2025,Personal Care,Orange Juice,1,15.48,15.48,2.32,13.16
12/24/2024,Frozen Foods,Chicken Breast,5,20.54,102.7,0,102.7
11/27/2024,Produce,Milk,1,8.08,8.08,0.81,7.27
3/30/2025,Meat & Seafood,Milk,5,24.28,121.4,24.28,97.12
8/2/2024,Bakery,Cheese,3,8.86,26.58,3.01,23.57
5/9/2025,Meat & Seafood,Ground Beef,5,29.45,147.25,4.51,142.74
4/13/2024,Frozen Foods,Cereal,1,17.03,17.03,3.41,13.62
5/13/2025,Household Items,Rice,5,8.02,40.1,8.02,32.08
3/10/2024,Bakery,Eggs,1,28.03,28.03,2.39,25.64
2/12/2024,Canned Goods,Bananas,4,25.61,102.44,1.82,100.62
10/22/2024,Snacks & Candy,Potatoes,1,29.19,29.19,1.18,28.01
4/24/2024,Personal Care,Cheese,3,14.29,42.87,1.38,41.49
8/24/2024,Health & Wellness,Tomatoes,1,18.15,18.15,0,18.15
12/26/2023,Bakery,Rice,3,25.67,77.01,0,77.01
1/18/2024,Canned Goods,Salmon,3,7.76,23.28,4.66,18.62
4/17/2025,Meat & Seafood,Chicken Breast,2,14.03,28.06,3.14,24.92
4/27/2024,Beverages,Rice,4,8.68,34.72,6.94,27.78
6/20/2025,Household Items,Milk,2,25.23,50.46,3.84,46.62
10/11/2024,Snacks & Candy,Carrots,1,20.63,20.63,4.81,15.82
9/11/2024,Personal Care,Onions,2,3.74,7.48,1.05,6.43
10/12/2023,Meat & Seafood,Yogurt,4,11.78,47.12,3.34,43.78
2/16/2025,Produce,Bread,2,27.16,54.32,4.62,49.7
8/20/2024,Dairy,Milk,4,2.46,9.84,0,9.84
1/24/2025,Beverages,Bananas,4,20.8,83.2,16.64,66.56
12/20/2024,Frozen Foods,Pasta,4,26.61,106.44,0,106.44
7/20/2024,Beverages,Cheese,5,14.88,74.4,7.44,66.96
10/18/2023,Snacks & Candy,Yogurt,5,8.22,41.1,4.11,36.99
1/26/2024,Beverages,Onions,4,10.97,43.88,4.39,39.49
1/25/2025,Meat & Seafood,Bananas,3,18.31,54.93,4.23,50.7
3/31/2024,Personal Care,Orange Juice,5,29.98,149.9,1.99,147.91
8/8/2024,Frozen Foods,Onions,1,23.15,23.15,4.39,18.76
4/30/2024,Canned Goods,Apples,2,7.85,15.7,1.11,14.59
3/8/2025,Household Items,Eggs,5,28.49,142.45,2.24,140.21
5/6/2024,Produce,Bread,1,7.74,7.74,2.91,4.83
3/4/2024,Household Items,Yogurt,2,10.87,21.74,1.09,20.65
2/18/2024,Dairy,Carrots,3,28.85,86.55,1.4,85.15
11/8/2023,Canned Goods,Eggs,2,22.23,44.46,0,44.46
4/8/2024,Meat & Seafood,Onions,5,23.81,119.05,11.91,107.14
3/6/2025,Frozen Foods,Eggs,2,22.13,44.26,1.13,43.13
3/21/2025,Household Items,Ground Beef,5,4.01,20.05,3.01,17.04
1/2/2024,Bakery,Orange Juice,3,5.86,17.58,0,17.58
3/2/2025,Beverages,Bananas,3,7.07,21.21,3.18,18.03
3/8/2024,Dairy,Bananas,1,12.18,12.18,2.44,9.74
11/12/2024,Beverages,Tomatoes,3,16.82,50.46,3.6,46.86
10/24/2023,Meat & Seafood,Salmon,1,24.17,24.17,2.27,21.9
3/24/2024,Dairy,Cereal,2,26.74,53.48,4.77,48.71
5/13/2024,Canned Goods,Potatoes,1,13.5,13.5,4.56,8.94
3/28/2024,Produce,Chicken Breast,3,6.95,20.85,0,20.85
2/6/2025,Personal Care,Pasta,3,9.61,28.83,2.88,25.95
11/13/2023,Beverages,Eggs,1,11.45,11.45,1.72,9.73
9/11/2023,Bakery,Chicken Breast,1,6.99,6.99,2.89,4.1
10/9/2024,Frozen Foods,Tomatoes,4,15.17,60.68,3.57,57.11
1/29/2025,Meat & Seafood,Orange Juice,4,11.7,46.8,7.02,39.78
12/14/2024,Beverages,Pasta,2,25.27,50.54,10.11,40.43
10/25/2023,Dairy,Orange Juice,5,13,65,1.24,63.76
10/25/2024,Personal Care,Cheese,5,20.91,104.55,4.53,100.02
8/5/2024,Frozen Foods,Bread,4,27.17,108.68,3.28,105.4
7/14/2024,Household Items,Eggs,1,28.52,28.52,5.7,22.82
12/28/2023,Bakery,Eggs,1,13.27,13.27,2.65,10.62
2/19/2024,Household Items,Pasta,3,27.4,82.2,2.55,79.65
11/3/2023,Personal Care,Cereal,3,16.06,48.18,0,48.18
6/13/2024,Snacks & Candy,Chicken Breast,4,5.33,21.32,3.25,18.07
10/3/2023,Frozen Foods,Onions,3,26.45,79.35,0,79.35
12/2/2023,Household Items,Potatoes,1,5.98,5.98,3.43,2.55
4/28/2025,Produce,Tomatoes,3,21.01,63.03,9.45,53.58
10/12/2023,Produce,Cereal,3,10.01,30.03,0,30.03
11/7/2023,Bakery,Eggs,3,29.24,87.72,13.16,74.56
11/19/2024,Household Items,Bread,2,13.8,27.6,0,27.6
3/31/2025,Personal Care,Orange Juice,1,15.93,15.93,2.39,13.54
5/28/2024,Snacks & Candy,Eggs,5,26.49,132.45,26.49,105.96
7/12/2025,Produce,Ground Beef,1,14.23,14.23,0,14.23
3/24/2024,Frozen Foods,Orange Juice,4,15.64,62.56,0,62.56
3/31/2024,Bakery,Orange Juice,4,18.22,72.88,3.21,69.67
11/22/2024,Meat & Seafood,Pasta,1,9.26,9.26,1.85,7.41
3/21/2025,Bakery,Ground Beef,2,8.79,17.58,0,17.58
12/4/2024,Beverages,Eggs,2,18.42,36.84,5.53,31.31
2/28/2024,Health & Wellness,Pasta,4,26.96,107.84,10.78,97.06
12/6/2023,Bakery,Salmon,3,20.63,61.89,1.41,60.48
12/20/2023,Health & Wellness,Orange Juice,5,19.76,98.8,14.82,83.98
12/6/2023,Beverages,Bread,3,29.65,88.95,13.34,75.61
6/19/2024,Health & Wellness,Rice,2,5.34,10.68,4.22,6.46
1/23/2025,Health & Wellness,Cereal,2,21.91,43.82,6.57,37.25
3/20/2024,Snacks & Candy,Tomatoes,4,22.36,89.44,13.42,76.02
2/2/2024,Health & Wellness,Onions,4,27.28,109.12,2.2,106.92
2/6/2025,Health & Wellness,Onions,2,9.51,19.02,0,19.02
2/3/2025,Personal Care,Apples,3,19.97,59.91,11.98,47.93
10/1/2023,Snacks & Candy,Cereal,3,8.55,25.65,2.88,22.77
7/24/2025,Beverages,Yogurt,5,4.46,22.3,2.19,20.11
4/9/2025,Meat & Seafood,Eggs,2,10.93,21.86,4.37,17.49
7/2/2024,Meat & Seafood,Bread,4,10.64,42.56,0,42.56
10/2/2024,Produce,Salmon,3,7.06,21.18,4.06,17.12
12/22/2024,Dairy,Eggs,5,13.57,67.85,6.79,61.06
7/12/2025,Snacks & Candy,Bananas,1,16.47,16.47,4.57,11.9
5/10/2025,Bakery,Bananas,1,19.16,19.16,0,19.16
10/1/2023,Frozen Foods,Eggs,1,12.11,12.11,2.42,9.69
12/13/2023,Produce,Rice,3,14.21,42.63,4.26,38.37
11/11/2024,Canned Goods,Potatoes,3,22.74,68.22,1.91,66.31
7/13/2024,Bakery,Bananas,5,15.62,78.1,0,78.1
8/5/2024,Snacks & Candy,Pasta,5,19.06,95.3,0,95.3
1/31/2025,Health & Wellness,Bananas,1,20.99,20.99,2.1,18.89
3/5/2024,Personal Care,Pasta,4,21.34,85.36,12.8,72.56
9/29/2024,Health & Wellness,Chicken Breast,5,8.82,44.1,4.41,39.69
7/12/2024,Personal Care,Chicken Breast,3,4.3,12.9,2.58,10.32
11/13/2024,Frozen Foods,Carrots,2,11.37,22.74,4.55,18.19
6/27/2025,Personal Care,Potatoes,2,20.95,41.9,8.38,33.52
2/27/2025,Produce,Bread,1,25.21,25.21,5.04,20.17
11/17/2024,Personal Care,Bread,1,27.23,27.23,2.72,24.51
8/27/2023,Frozen Foods,Salmon,1,3.88,3.88,0.58,3.3
1/31/2024,Health & Wellness,Cereal,4,22.41,89.64,4.41,85.23
3/23/2025,Canned Goods,Orange Juice,4,28.69,114.76,17.21,97.55
10/27/2024,Meat & Seafood,Chicken Breast,4,12.6,50.4,5.04,45.36
3/21/2025,Snacks & Candy,Apples,1,4.83,4.83,0.97,3.86
8/6/2024,Snacks & Candy,Potatoes,5,20.66,103.3,15.49,87.81
12/25/2024,Health & Wellness,Eggs,4,27.68,110.72,11.07,99.65
7/18/2025,Dairy,Pasta,3,1.35,4.05,0,4.05
12/25/2023,Personal Care,Carrots,5,3.75,18.75,1.88,16.87
12/12/2024,Health & Wellness,Tomatoes,2,25.32,50.64,3.57,47.07
10/16/2023,Personal Care,Potatoes,4,26.2,104.8,15.72,89.08
5/3/2024,Canned Goods,Pasta,1,15.69,15.69,1.57,14.12
4/21/2024,Dairy,Salmon,4,24.23,96.92,9.69,87.23
1/8/2025,Canned Goods,Chicken Breast,4,22.6,90.4,9.04,81.36
6/3/2025,Produce,Onions,5,0.99,4.95,3.25,1.7
4/19/2024,Canned Goods,Orange Juice,1,24.67,24.67,3.7,20.97
1/26/2025,Household Items,Potatoes,3,21.75,65.25,0,65.25
3/17/2024,Produce,Cereal,3,25.06,75.18,3.09,72.09
4/29/2025,Produce,Apples,4,5.06,20.24,2.02,18.22
7/25/2024,Bakery,Chicken Breast,4,7.24,28.96,0,28.96
4/7/2024,Dairy,Cheese,1,27.86,27.86,2.79,25.07
4/14/2024,Health & Wellness,Carrots,2,28.94,57.88,4.74,53.14
3/29/2025,Personal Care,Apples,5,6.03,30.15,2.55,27.6
6/8/2025,Personal Care,Tomatoes,4,29.4,117.6,17.64,99.96
5/8/2025,Canned Goods,Rice,4,24.33,97.32,3.8,93.52
12/29/2024,Frozen Foods,Onions,3,21.63,64.89,12.98,51.91
7/30/2024,Household Items,Rice,3,27.7,83.1,3.17,79.93
9/18/2023,Dairy,Orange Juice,5,14.92,74.6,0,74.6
9/12/2024,Frozen Foods,Cheese,1,16.15,16.15,3.23,12.92
12/2/2024,Health & Wellness,Milk,2,8.73,17.46,2.62,14.84
12/4/2024,Meat & Seafood,Milk,3,6.91,20.73,3.11,17.62
3/19/2025,Dairy,Onions,2,22.52,45.04,9.01,36.03
1/12/2024,Frozen Foods,Milk,4,12.23,48.92,1.22,47.7
10/6/2024,Bakery,Salmon,2,27.42,54.84,3.19,51.65
7/27/2025,Bakery,Rice,4,6.14,24.56,4.91,19.65
7/12/2024,Personal Care,Chicken Breast,4,2.17,8.68,1.74,6.94
11/9/2023,Household Items,Pasta,1,10.58,10.58,1.61,8.97
12/8/2024,Household Items,Milk,5,25.44,127.2,3.2,124
2/8/2025,Canned Goods,Carrots,2,28.74,57.48,1.64,55.84
4/4/2024,Personal Care,Tomatoes,1,11.12,11.12,0,11.12
10/8/2024,Canned Goods,Orange Juice,3,7.32,21.96,4.29,17.67
10/18/2023,Dairy,Orange Juice,4,7.96,31.84,3.73,28.11
5/21/2025,Snacks & Candy,Chicken Breast,4,8.43,33.72,4.65,29.07
7/30/2024,Personal Care,Carrots,4,15.11,60.44,9.07,51.37
12/22/2024,Dairy,Chicken Breast,2,29.17,58.34,0,58.34
8/28/2024,Bakery,Yogurt,4,25.22,100.88,0,100.88
9/5/2024,Health & Wellness,Eggs,1,14.31,14.31,1.29,13.02
6/24/2024,Frozen Foods,Onions,1,17.66,17.66,1.77,15.89
8/7/2024,Beverages,Tomatoes,4,10.17,40.68,1.02,39.66
7/26/2024,Household Items,Milk,1,11.36,11.36,1.7,9.66
5/30/2024,Household Items,Bread,3,23.18,69.54,6.95,62.59
7/23/2025,Beverages,Apples,5,7.37,36.85,2.18,34.67
3/8/2025,Frozen Foods,Orange Juice,1,17.04,17.04,1.17,15.87
6/8/2025,Personal Care,Onions,1,9.83,9.83,1.97,7.86
3/8/2024,Health & Wellness,Carrots,2,5.66,11.32,2.26,9.06
4/26/2024,Meat & Seafood,Milk,5,14.37,71.85,10.78,61.07
3/1/2024,Frozen Foods,Chicken Breast,2,22.03,44.06,6.61,37.45
3/13/2024,Health & Wellness,Ground Beef,1,9.26,9.26,1.39,7.87
5/18/2025,Beverages,Cereal,5,20.11,100.55,3.27,97.28
6/9/2025,Snacks & Candy,Apples,1,10.07,10.07,0,10.07
7/18/2024,Frozen Foods,Orange Juice,2,20.7,41.4,4.14,37.26
8/17/2024,Canned Goods,Rice,4,16.99,67.96,10.19,57.77
4/21/2024,Personal Care,Yogurt,3,22.26,66.78,0,66.78
5/25/2024,Produce,Carrots,1,24.56,24.56,1.85,22.71
7/31/2025,Personal Care,Pasta,5,26.92,134.6,0,134.6
6/12/2025,Canned Goods,Tomatoes,2,26.84,53.68,10.74,42.94
1/29/2025,Personal Care,Carrots,1,12.5,12.5,0,12.5
10/24/2024,Household Items,Apples,5,5.06,25.3,4.79,20.51
2/4/2024,Beverages,Orange Juice,1,7.34,7.34,2.06,5.28
9/9/2023,Produce,Yogurt,5,27.31,136.55,13.66,122.89
3/7/2025,Produce,Milk,3,3.98,11.94,0,11.94
2/4/2025,Household Items,Onions,5,6.03,30.15,4.52,25.63
6/1/2024,Personal Care,Pasta,4,29.2,116.8,17.52,99.28
8/25/2024,Beverages,Potatoes,5,1.18,5.9,0.59,5.31
11/13/2023,Bakery,Bread,5,19.65,98.25,19.65,78.6
11/7/2024,Canned Goods,Chicken Breast,2,13.01,26.02,2.6,23.42
6/12/2025,Beverages,Yogurt,5,5.67,28.35,1.97,26.38
6/16/2025,Household Items,Apples,2,19.25,38.5,1.67,36.83
10/23/2023,Personal Care,Tomatoes,5,29.1,145.5,0,145.5
7/14/2025,Dairy,Yogurt,4,18.58,74.32,14.86,59.46
8/18/2023,Snacks & Candy,Eggs,5,24.78,123.9,24.78,99.12
6/20/2024,Beverages,Bread,2,11.96,23.92,1.81,22.11
10/4/2023,Health & Wellness,Cheese,2,18.55,37.1,3.4,33.7
4/5/2025,Personal Care,Chicken Breast,1,14.97,14.97,0,14.97
4/25/2024,Personal Care,Cheese,3,26.36,79.08,15.82,63.26
12/23/2024,Snacks & Candy,Orange Juice,5,24.32,121.6,12.16,109.44
5/29/2025,Frozen Foods,Potatoes,2,27.38,54.76,4.51,50.25
5/30/2025,Frozen Foods,Yogurt,1,21.56,21.56,3.09,18.47
5/28/2024,Produce,Tomatoes,2,20.94,41.88,6.28,35.6
12/5/2024,Meat & Seafood,Cheese,5,8.35,41.75,2.46,39.29
6/14/2025,Health & Wellness,Tomatoes,2,12.97,25.94,5.19,20.75
9/3/2023,Personal Care,Onions,4,8.35,33.4,0,33.4
2/5/2024,Meat & Seafood,Chicken Breast,2,13.94,27.88,1.86,26.02
1/30/2024,Canned Goods,Onions,5,21.2,106,21.2,84.8
7/9/2024,Health & Wellness,Bananas,1,24.86,24.86,1.26,23.6
3/19/2025,Canned Goods,Bread,5,2.08,10.4,3.62,6.78
7/16/2024,Household Items,Milk,2,19.56,39.12,7.82,31.3
1/27/2025,Frozen Foods,Yogurt,1,23.72,23.72,1.68,22.04
7/8/2025,Canned Goods,Ground Beef,1,29.28,29.28,2.93,26.35
9/11/2023,Health & Wellness,Tomatoes,4,17.99,71.96,0,71.96
4/16/2025,Dairy,Onions,3,22.05,66.15,9.92,56.23
3/21/2024,Bakery,Yogurt,4,27.95,111.8,16.77,95.03
5/24/2024,Snacks & Candy,Carrots,1,17.19,17.19,2.58,14.61
11/28/2023,Personal Care,Pasta,5,24.57,122.85,0,122.85
9/22/2024,Snacks & Candy,Potatoes,2,22.96,45.92,0,45.92
10/19/2024,Household Items,Bananas,4,4.36,17.44,0,17.44
12/17/2023,Health & Wellness,Ground Beef,3,12.95,38.85,0,38.85
10/7/2023,Bakery,Rice,1,12.56,12.56,3.22,9.34
11/30/2024,Beverages,Cereal,3,7.33,21.99,4.4,17.59
8/27/2024,Beverages,Yogurt,2,22.32,44.64,8.93,35.71
2/3/2024,Bakery,Ground Beef,5,11.31,56.55,4.68,51.87
12/14/2024,Household Items,Bananas,5,28.77,143.85,21.58,122.27
7/28/2024,Beverages,Pasta,4,6.29,25.16,2.52,22.64
1/5/2025,Household Items,Eggs,1,16.24,16.24,1.13,15.11
7/5/2025,Snacks & Candy,Apples,4,29.31,117.24,17.59,99.65
7/6/2025,Produce,Yogurt,4,17.84,71.36,4.45,66.91
1/14/2025,Personal Care,Pasta,2,8.8,17.6,2.64,14.96
12/7/2023,Beverages,Cheese,2,13.14,26.28,3.94,22.34
7/15/2024,Frozen Foods,Salmon,2,17.56,35.12,3.88,31.24
11/5/2024,Personal Care,Cheese,4,6.68,26.72,2.67,24.05
12/15/2024,Meat & Seafood,Cheese,4,4.89,19.56,1.96,17.6
1/24/2025,Frozen Foods,Onions,5,2.37,11.85,1.86,9.99
7/26/2024,Beverages,Chicken Breast,4,22.58,90.32,13.55,76.77
1/8/2024,Personal Care,Pasta,3,1.57,4.71,0,4.71
5/30/2025,Household Items,Onions,2,29.39,58.78,8.82,49.96
10/28/2023,Beverages,Salmon,1,12.04,12.04,0,12.04
5/29/2024,Meat & Seafood,Cereal,4,19.3,77.2,1.32,75.88
10/26/2024,Bakery,Cereal,3,19.93,59.79,3.58,56.21
1/31/2025,Beverages,Orange Juice,5,16.1,80.5,16.1,64.4
8/24/2023,Produce,Eggs,2,20.19,40.38,8.08,32.3
3/7/2024,Snacks & Candy,Chicken Breast,1,2.84,2.84,1.22,1.62
10/19/2024,Personal Care,Bread,1,8.6,8.6,0,8.6
7/14/2025,Frozen Foods,Ground Beef,2,22.38,44.76,8.95,35.81
5/14/2025,Meat & Seafood,Bananas,1,20.23,20.23,2.02,18.21
3/31/2025,Personal Care,Pasta,5,13.89,69.45,3.39,66.06
11/20/2024,Personal Care,Onions,3,27.35,82.05,2.77,79.28
1/24/2024,Snacks & Candy,Pasta,2,9.79,19.58,2.94,16.64
12/1/2024,Beverages,Onions,1,20.94,20.94,3.14,17.8
1/14/2025,Snacks & Candy,Rice,5,7.7,38.5,7.7,30.8
12/6/2024,Personal Care,Cheese,4,8.24,32.96,3.3,29.66
7/8/2025,Frozen Foods,Bread,4,19.12,76.48,11.47,65.01
4/2/2024,Frozen Foods,Cheese,2,25.74,51.48,7.72,43.76
9/1/2023,Health & Wellness,Salmon,5,14.12,70.6,14.12,56.48
2/25/2025,Produce,Eggs,1,29.11,29.11,2.13,26.98
10/16/2023,Beverages,Bananas,2,3.61,7.22,1.44,5.78
4/16/2024,Snacks & Candy,Rice,4,29.93,119.72,17.96,101.76
12/21/2023,Meat & Seafood,Milk,3,23.48,70.44,14.09,56.35
11/17/2023,Frozen Foods,Tomatoes,1,4.53,4.53,0.45,4.08
6/17/2025,Bakery,Milk,2,14.35,28.7,3.66,25.04
9/22/2024,Beverages,Tomatoes,3,28.14,84.42,0,84.42
7/16/2025,Personal Care,Chicken Breast,3,14.95,44.85,6.73,38.12
5/13/2025,Health & Wellness,Yogurt,1,7.83,7.83,1.67,6.16
2/22/2024,Household Items,Chicken Breast,4,23.88,95.52,4.13,91.39
4/24/2025,Household Items,Eggs,3,23.34,70.02,7,63.02
3/8/2025,Health & Wellness,Cereal,1,2.72,2.72,0,2.72
4/22/2025,Dairy,Eggs,4,7.74,30.96,3.1,27.86
8/4/2024,Produce,Tomatoes,3,22,66,6.6,59.4
11/24/2023,Personal Care,Rice,5,21.2,106,2.39,103.61
6/5/2025,Frozen Foods,Onions,2,2.99,5.98,0.9,5.08
5/24/2025,Personal Care,Orange Juice,4,1.01,4.04,0,4.04
10/16/2023,Produce,Orange Juice,5,7.91,39.55,0,39.55
8/17/2023,Snacks & Candy,Yogurt,5,20.8,104,2.13,101.87
9/26/2024,Health & Wellness,Cereal,1,3.78,3.78,4.34,-0.56
7/25/2024,Meat & Seafood,Milk,2,4.09,8.18,3.28,4.9
1/10/2025,Health & Wellness,Potatoes,5,19.09,95.45,2.47,92.98
11/3/2024,Produce,Yogurt,4,27.91,111.64,11.16,100.48
5/6/2025,Canned Goods,Onions,4,24.83,99.32,2.06,97.26
10/30/2023,Dairy,Rice,1,28.38,28.38,3.9,24.48
8/7/2024,Snacks & Candy,Yogurt,2,16.25,32.5,4,28.5
11/30/2024,Dairy,Orange Juice,4,21.36,85.44,17.09,68.35
7/17/2025,Personal Care,Tomatoes,5,10.78,53.9,8.08,45.82
12/22/2024,Personal Care,Cereal,3,12.95,38.85,0,38.85
12/12/2024,Household Items,Ground Beef,5,16.81,84.05,12.61,71.44
7/13/2025,Beverages,Tomatoes,1,22.05,22.05,1.54,20.51
12/23/2024,Produce,Rice,2,7.22,14.44,0,14.44
11/5/2023,Personal Care,Carrots,5,17.54,87.7,1.15,86.55
9/11/2023,Meat & Seafood,Eggs,3,11.64,34.92,6.98,27.94
3/30/2024,Frozen Foods,Bread,5,12.58,62.9,0,62.9
11/5/2023,Canned Goods,Potatoes,2,15.15,30.3,3.57,26.73
2/5/2024,Household Items,Tomatoes,1,23.61,23.61,3.54,20.07
11/20/2023,Snacks & Candy,Chicken Breast,2,22.67,45.34,0,45.34
7/24/2024,Produce,Rice,5,2.18,10.9,1.64,9.26
1/8/2025,Bakery,Eggs,1,20.53,20.53,3.3,17.23
6/27/2024,Bakery,Cheese,3,23.79,71.37,10.71,60.66
6/24/2025,Beverages,Milk,5,12.57,62.85,2.74,60.11
12/27/2024,Meat & Seafood,Potatoes,5,6.74,33.7,3.46,30.24
5/15/2025,Bakery,Ground Beef,1,8.71,8.71,0,8.71
11/27/2024,Dairy,Cheese,4,11.58,46.32,6.95,39.37
8/5/2025,Frozen Foods,Apples,3,18.86,56.58,1.58,55
9/1/2023,Bakery,Yogurt,3,5.51,16.53,3.96,12.57
1/22/2024,Household Items,Eggs,3,1.39,4.17,0.63,3.54
7/17/2024,Beverages,Bananas,3,7.05,21.15,4.23,16.92
6/1/2025,Personal Care,Pasta,5,15,75,0,75
10/23/2023,Snacks & Candy,Carrots,1,8.4,8.4,1.68,6.72
10/2/2024,Produce,Salmon,1,2.92,2.92,0,2.92
9/23/2023,Dairy,Bananas,3,26.14,78.42,15.68,62.74
3/8/2024,Personal Care,Chicken Breast,3,15.05,45.15,9.03,36.12
11/9/2023,Personal Care,Salmon,5,27.85,139.25,27.85,111.4
10/17/2023,Frozen Foods,Cereal,4,12.4,49.6,7.44,42.16
12/17/2024,Canned Goods,Rice,2,29.87,59.74,3.5,56.24
9/15/2023,Produce,Onions,3,7.53,22.59,0,22.59
2/12/2024,Dairy,Tomatoes,5,28.85,144.25,14.43,129.82
4/9/2025,Household Items,Eggs,4,29.14,116.56,11.66,104.9
9/29/2023,Meat & Seafood,Yogurt,2,17.84,35.68,7.14,28.54
11/4/2024,Personal Care,Eggs,4,29.86,119.44,0,119.44
4/29/2025,Canned Goods,Bread,5,16.45,82.25,16.45,65.8
4/18/2024,Meat & Seafood,Bananas,3,26.51,79.53,11.93,67.6
4/10/2025,Health & Wellness,Pasta,2,23.58,47.16,9.43,37.73
3/9/2024,Household Items,Pasta,5,17.43,87.15,17.43,69.72
11/15/2023,Canned Goods,Bread,4,4.88,19.52,0,19.52
2/17/2024,Meat & Seafood,Tomatoes,4,14.73,58.92,11.78,47.14
10/31/2023,Snacks & Candy,Bananas,3,28.55,85.65,17.13,68.52
11/17/2023,Meat & Seafood,Salmon,5,15.2,76,15.2,60.8
5/11/2024,Snacks & Candy,Milk,5,22.31,111.55,11.16,100.39
11/6/2024,Personal Care,Milk,5,4.16,20.8,4.16,16.64
8/19/2023,Personal Care,Tomatoes,1,17.16,17.16,3.43,13.73
2/29/2024,Beverages,Tomatoes,3,23.43,70.29,14.06,56.23
11/13/2023,Frozen Foods,Milk,5,27.2,136,3.89,132.11
9/18/2024,Meat & Seafood,Onions,2,12.39,24.78,1.72,23.06
3/8/2025,Beverages,Bread,3,10.39,31.17,0,31.17
8/10/2024,Dairy,Chicken Breast,4,19.38,77.52,0,77.52
4/2/2025,Household Items,Apples,4,16.95,67.8,10.17,57.63
9/8/2024,Meat & Seafood,Eggs,2,23.3,46.6,6.99,39.61
7/23/2024,Beverages,Rice,2,4.4,8.8,3.49,5.31
1/26/2024,Produce,Salmon,4,25.8,103.2,4.53,98.67
2/21/2025,Bakery,Potatoes,4,12.88,51.52,10.3,41.22
3/28/2024,Frozen Foods,Onions,2,2.41,4.82,0,4.82
12/18/2024,Produce,Eggs,1,20.33,20.33,3.05,17.28
9/23/2023,Produce,Chicken Breast,4,29.81,119.24,3.64,115.6
5/26/2025,Meat & Seafood,Salmon,5,11.44,57.2,8.58,48.62
7/3/2024,Canned Goods,Tomatoes,1,22.98,22.98,3.45,19.53
8/21/2024,Meat & Seafood,Chicken Breast,3,10.54,31.62,0,31.62
10/3/2023,Household Items,Milk,1,17.56,17.56,1.76,15.8
4/13/2024,Snacks & Candy,Cereal,3,16.23,48.69,9.74,38.95
9/27/2023,Personal Care,Potatoes,4,24.42,97.68,0,97.68
3/7/2024,Bakery,Bananas,1,1.69,1.69,0,1.69
2/10/2025,Household Items,Cheese,4,2.31,9.24,3.56,5.68
5/28/2024,Frozen Foods,Bread,3,9.7,29.1,1.46,27.64
3/23/2024,Canned Goods,Tomatoes,5,18.85,94.25,18.85,75.4
9/2/2024,Canned Goods,Potatoes,4,24.11,96.44,9.64,86.8
10/23/2023,Health & Wellness,Salmon,5,26.97,134.85,0,134.85
5/30/2025,Personal Care,Rice,5,22.01,110.05,22.01,88.04
7/6/2024,Canned Goods,Bread,2,9.12,18.24,1.82,16.42
6/26/2025,Meat & Seafood,Tomatoes,2,18.25,36.5,0,36.5
6/23/2024,Produce,Pasta,4,3.51,14.04,2.11,11.93
5/10/2025,Frozen Foods,Yogurt,5,9.76,48.8,4.11,44.69
6/11/2024,Beverages,Carrots,1,24.16,24.16,4.83,19.33
2/23/2025,Beverages,Carrots,3,23.48,70.44,3.71,66.73
4/5/2024,Bakery,Milk,4,12.23,48.92,2.24,46.68
4/5/2024,Health & Wellness,Bread,3,14.53,43.59,4.06,39.53
5/23/2024,Produce,Rice,2,10.3,20.6,3.09,17.51
1/21/2025,Canned Goods,Salmon,1,8.9,8.9,1.06,7.84
9/28/2023,Personal Care,Chicken Breast,2,16.72,33.44,5.02,28.42
5/14/2025,Frozen Foods,Ground Beef,2,3.06,6.12,2.77,3.35
10/18/2023,Produce,Potatoes,1,4.06,4.06,0.41,3.65
10/21/2023,Meat & Seafood,Salmon,5,11.3,56.5,0,56.5
4/28/2025,Dairy,Salmon,5,4.81,24.05,2.82,21.23
10/12/2024,Beverages,Ground Beef,2,5.16,10.32,1.55,8.77
11/4/2024,Meat & Seafood,Cereal,3,14.14,42.42,4.24,38.18
1/8/2025,Canned Goods,Potatoes,4,25.52,102.08,3.3,98.78
6/21/2024,Dairy,Tomatoes,1,10.44,10.44,1.57,8.87
6/15/2025,Beverages,Tomatoes,5,12.98,64.9,1.64,63.26
6/11/2025,Snacks & Candy,Bread,3,7.03,21.09,2.11,18.98
3/17/2024,Personal Care,Ground Beef,2,20.21,40.42,3.37,37.05
5/6/2024,Canned Goods,Onions,1,24.83,24.83,2.48,22.35
