date,category,product_name,quantity,price,sales
7/30/2025,Books,Comics,2,43408.44,86816.88
1/29/2025,Beauty,Hair Dryer,3,46510.66,139531.98
1/14/2025,Beauty,Perfume,5,20106.55,100532.75
8/18/2025,Clothing,Jeans,2,20357.12,40714.24
12/10/2025,Beauty,Perfume,1,16761.8,16761.8
10/27/2025,Electronics,Smartphone,4,22215.42,88861.68
8/24/2025,Books,Fiction Novel,5,39368.91,196844.55
7/6/2025,Home & Kitchen,Vacuum Cleaner,2,34595.99,69191.98
7/9/2025,Beauty,Perfume,4,26174.37,104697.48
11/7/2025,Home & Kitchen,Mixer Grinder,2,42632.36,85264.72
5/5/2025,Clothing,Saree,1,16015.09,16015.09
3/21/2025,Books,Biography,2,22599.82,45199.64
9/3/2025,Clothing,Sneakers,1,11290.2,11290.2
1/18/2025,Books,Fiction Novel,5,18724.55,93622.75
8/15/2025,Clothing,Jacket,5,46457.47,232287.35
9/1/2025,Beauty,Lipstick,4,2487.21,9948.84
5/29/2025,Home & Kitchen,Air Fryer,2,36803.66,73607.32
1/21/2025,Beauty,Perfume,3,48865.59,146596.77
6/13/2025,Books,Comics,5,3421.65,17108.25
8/30/2025,Home & Kitchen,Air Fryer,5,14739.66,73698.3
2/13/2025,Clothing,Sneakers,1,1017.52,1017.52
9/25/2025,Books,Science Textbook,1,20422.15,20422.15
2/15/2025,Electronics,Headphones,3,31558.38,94675.14
6/21/2025,Beauty,Lipstick,1,2296.19,2296.19
7/27/2025,Books,Science Textbook,2,31384.42,62768.84
12/23/2025,Home & Kitchen,Water Purifier,2,16735.27,33470.54
9/7/2025,Beauty,Perfume,5,11033.22,55166.1
4/24/2025,Home & Kitchen,Water Purifier,1,24328.76,24328.76
11/19/2025,Clothing,Sneakers,3,32415.81,97247.43
7/2/2025,Books,Fiction Novel,1,36535.63,36535.63
2/23/2025,Books,Children's Book,4,31671.92,126687.68
9/15/2025,Beauty,Face Cream,4,2736.3,10945.2
7/28/2025,Electronics,Tablet,5,48436.55,242182.75
12/14/2025,Clothing,Saree,3,19110.45,57331.35
7/17/2025,Electronics,Smartwatch,3,16410.65,49231.95
3/7/2025,Electronics,Laptop,3,11107.99,33323.97
10/27/2025,Beauty,Shampoo,2,38559.79,77119.58
1/31/2025,Home & Kitchen,Air Fryer,3,18320.23,54960.69
2/18/2025,Clothing,Jeans,1,37970.54,37970.54
8/18/2025,Beauty,Face Cream,3,41747,125241
5/14/2025,Home & Kitchen,Vacuum Cleaner,1,18624.96,18624.96
7/8/2025,Clothing,Saree,4,36979.31,147917.24
11/1/2025,Electronics,Laptop,4,27973.7,111894.8
8/16/2025,Electronics,Tablet,2,40567.11,81134.22
12/27/2025,Home & Kitchen,Cookware Set,4,33571.85,134287.4
1/2/2025,Home & Kitchen,Air Fryer,3,42273.93,126821.79
6/30/2025,Clothing,Sneakers,2,14264.26,28528.52
4/17/2025,Clothing,Jeans,4,36049.65,144198.6
5/20/2025,Home & Kitchen,Mixer Grinder,1,28866.85,28866.85
9/15/2025,Home & Kitchen,Mixer Grinder,3,20217.76,60653.28
3/19/2025,Clothing,T-Shirt,4,7986.44,31945.76
2/23/2025,Electronics,Laptop,5,10752.19,53760.95
3/6/2025,Clothing,Jacket,2,12343.37,24686.74
9/17/2025,Beauty,Lipstick,4,44128,176512
5/31/2025,Beauty,Hair Dryer,4,32080.23,128320.92
6/27/2025,Books,Science Textbook,1,10222.45,10222.45
1/3/2025,Beauty,Hair Dryer,3,35523.98,106571.94
4/8/2025,Beauty,Hair Dryer,2,38210.17,76420.34
5/5/2025,Electronics,Smartwatch,4,29924.27,119697.08
12/7/2025,Books,Science Textbook,2,10145.34,20290.68
5/8/2025,Beauty,Lipstick,5,40926.67,204633.35
11/26/2025,Electronics,Tablet,2,25136.51,50273.02
2/18/2025,Home & Kitchen,Vacuum Cleaner,2,28255.72,56511.44
12/11/2025,Electronics,Headphones,5,40212.68,201063.4
1/31/2025,Beauty,Perfume,2,35843.08,71686.16
10/10/2025,Beauty,Perfume,2,15684.78,31369.56
5/6/2025,Books,Science Textbook,4,48091,192364
6/15/2025,Electronics,Smartphone,5,14596.71,72983.55
1/20/2025,Beauty,Perfume,5,44236.89,221184.45
10/1/2025,Books,Children's Book,4,46652.37,186609.48
8/15/2025,Beauty,Hair Dryer,2,5862.79,11725.58
10/24/2025,Books,Children's Book,1,46191.78,46191.78
12/7/2025,Books,Science Textbook,1,45687.86,45687.86
9/10/2025,Beauty,Face Cream,2,49250.39,98500.78
3/29/2025,Books,Comics,5,42187.21,210936.05
3/20/2025,Clothing,Saree,1,44509.95,44509.95
6/1/2025,Beauty,Perfume,3,12944.93,38834.79
6/9/2025,Home & Kitchen,Cookware Set,1,25391.83,25391.83
3/30/2025,Electronics,Smartphone,4,40736.74,162946.96
7/4/2025,Beauty,Hair Dryer,5,12260.66,61303.3
1/7/2025,Books,Science Textbook,5,24743.32,123716.6
2/18/2025,Books,Fiction Novel,2,5955.36,11910.72
2/26/2025,Books,Fiction Novel,3,9808.71,29426.13
7/27/2025,Home & Kitchen,Mixer Grinder,1,2628.29,2628.29
3/27/2025,Clothing,Sneakers,2,555.3,1110.6
7/17/2025,Clothing,T-Shirt,4,37213.41,148853.64
3/21/2025,Beauty,Face Cream,3,2813.75,8441.25
6/1/2025,Beauty,Face Cream,4,6229.58,24918.32
7/5/2025,Electronics,Headphones,1,30265.42,30265.42
11/23/2025,Electronics,Headphones,4,38613.39,154453.56
5/3/2025,Home & Kitchen,Water Purifier,3,4534.01,13602.03
7/12/2025,Clothing,T-Shirt,2,35285.42,70570.84
10/25/2025,Beauty,Lipstick,4,1280.76,5123.04
10/24/2025,Beauty,Shampoo,3,4241.44,12724.32
12/16/2025,Beauty,Lipstick,2,7727.71,15455.42
11/16/2025,Electronics,Headphones,5,23336.58,116682.9
2/28/2025,Clothing,T-Shirt,4,48546.06,194184.24
6/9/2025,Home & Kitchen,Mixer Grinder,2,14779.58,29559.16
5/16/2025,Clothing,T-Shirt,2,22294.72,44589.44
12/2/2025,Beauty,Hair Dryer,3,15651.22,46953.66
9/10/2025,Clothing,Sneakers,1,44660.49,44660.49
2/28/2025,Beauty,Face Cream,2,32582.51,65165.02
11/20/2025,Books,Science Textbook,1,33300.39,33300.39
8/5/2025,Clothing,Sneakers,4,29439.14,117756.56
7/24/2025,Books,Fiction Novel,3,14680.32,44040.96
4/16/2025,Home & Kitchen,Mixer Grinder,1,21173.06,21173.06
12/4/2025,Electronics,Headphones,4,15991.76,63967.04
11/26/2025,Books,Science Textbook,2,11595.46,23190.92
4/25/2025,Electronics,Smartwatch,5,13233.23,66166.15
7/20/2025,Books,Science Textbook,2,14098.07,28196.14
2/20/2025,Home & Kitchen,Air Fryer,3,16372.64,49117.92
2/22/2025,Electronics,Smartwatch,1,39000.58,39000.58
11/20/2025,Clothing,Sneakers,4,37192.94,148771.76
12/17/2025,Books,Fiction Novel,4,26869.33,107477.32
4/27/2025,Electronics,Smartphone,5,40076.27,200381.35
5/4/2025,Home & Kitchen,Vacuum Cleaner,4,15460.8,61843.2
9/2/2025,Home & Kitchen,Water Purifier,4,12580.75,50323
5/4/2025,Books,Biography,2,41837.84,83675.68
2/12/2025,Home & Kitchen,Mixer Grinder,5,10870.48,54352.4
11/14/2025,Books,Comics,4,13579.55,54318.2
10/20/2025,Home & Kitchen,Vacuum Cleaner,1,30028.36,30028.36
7/23/2025,Beauty,Perfume,4,20031.38,80125.52
1/19/2025,Beauty,Face Cream,1,29921.99,29921.99
12/2/2025,Books,Comics,1,25624.02,25624.02
8/24/2025,Electronics,Smartphone,2,48009.33,96018.66
6/18/2025,Clothing,Jeans,2,47787.43,95574.86
8/8/2025,Home & Kitchen,Mixer Grinder,2,26051.34,52102.68
9/12/2025,Electronics,Headphones,1,9636.08,9636.08
4/3/2025,Home & Kitchen,Air Fryer,2,35036.98,70073.96
11/1/2025,Electronics,Tablet,3,9419.76,28259.28
5/28/2025,Home & Kitchen,Water Purifier,4,3462.18,13848.72
10/22/2025,Books,Science Textbook,3,11466.01,34398.03
4/25/2025,Beauty,Shampoo,5,40076.19,200380.95
3/18/2025,Beauty,Perfume,4,29331.56,117326.24
2/23/2025,Clothing,Saree,2,4436.35,8872.7
7/10/2025,Electronics,Smartphone,1,23876.12,23876.12
12/31/2025,Books,Biography,5,41647.82,208239.1
10/13/2025,Clothing,Jeans,2,42833.88,85667.76
2/23/2025,Beauty,Face Cream,5,15359.44,76797.2
9/3/2025,Home & Kitchen,Water Purifier,4,47947.72,191790.88
9/22/2025,Beauty,Hair Dryer,2,7199.83,14399.66
10/6/2025,Home & Kitchen,Mixer Grinder,5,11747.88,58739.4
8/16/2025,Books,Comics,2,27107.55,54215.1
8/17/2025,Books,Fiction Novel,1,11321.94,11321.94
6/7/2025,Beauty,Perfume,3,42147.24,126441.72
11/29/2025,Electronics,Headphones,2,45927.26,91854.52
12/8/2025,Books,Fiction Novel,1,38996.92,38996.92
10/30/2025,Electronics,Laptop,5,14160.56,70802.8
8/7/2025,Home & Kitchen,Cookware Set,4,3693.52,14774.08
7/30/2025,Clothing,T-Shirt,4,38635.93,154543.72
8/9/2025,Clothing,Jeans,1,5173.49,5173.49
4/16/2025,Home & Kitchen,Cookware Set,1,29829.51,29829.51
1/5/2025,Clothing,Jacket,4,31213.9,124855.6
3/12/2025,Electronics,Smartwatch,1,40575.37,40575.37
7/20/2025,Books,Science Textbook,1,23945.54,23945.54
5/5/2025,Clothing,Sneakers,4,28032.25,112129
1/13/2025,Beauty,Lipstick,2,28861.56,57723.12
3/23/2025,Books,Fiction Novel,2,1406.59,2813.18
1/6/2025,Books,Fiction Novel,2,15826.06,31652.12
6/17/2025,Beauty,Hair Dryer,3,14028.43,42085.29
5/14/2025,Home & Kitchen,Vacuum Cleaner,2,1874.09,3748.18
1/5/2025,Home & Kitchen,Air Fryer,4,39918.71,159674.84
1/19/2025,Beauty,Lipstick,5,36868.84,184344.2
1/27/2025,Electronics,Headphones,1,17585.91,17585.91
6/8/2025,Electronics,Headphones,3,47680.97,143042.91
7/31/2025,Electronics,Smartphone,3,2063.02,6189.06
10/2/2025,Beauty,Shampoo,5,39638.35,198191.75
10/25/2025,Beauty,Face Cream,3,49677.46,149032.38
4/9/2025,Clothing,Sneakers,4,21218.18,84872.72
2/27/2025,Books,Biography,1,4641.01,4641.01
7/8/2025,Clothing,Sneakers,1,27932.27,27932.27
9/12/2025,Electronics,Headphones,1,22071.78,22071.78
4/7/2025,Home & Kitchen,Air Fryer,4,42866.47,171465.88
8/30/2025,Clothing,Jeans,1,29280.13,29280.13
5/23/2025,Beauty,Face Cream,4,25592.81,102371.24
2/13/2025,Books,Comics,2,12714.5,25429
5/20/2025,Electronics,Smartphone,2,43224.54,86449.08
10/22/2025,Clothing,Saree,4,37458.68,149834.72
12/5/2025,Books,Biography,1,44475.71,44475.71
3/21/2025,Home & Kitchen,Air Fryer,2,44122.07,88244.14
8/3/2025,Beauty,Perfume,4,19985.4,79941.6
6/29/2025,Books,Fiction Novel,3,12561.93,37685.79
8/17/2025,Electronics,Smartwatch,2,42364.68,84729.36
2/11/2025,Beauty,Shampoo,4,37726.77,150907.08
4/18/2025,Beauty,Lipstick,2,17257.08,34514.16
8/18/2025,Beauty,Face Cream,5,39718.78,198593.9
9/6/2025,Beauty,Perfume,5,32675.5,163377.5
8/19/2025,Beauty,Shampoo,1,13730.25,13730.25
5/12/2025,Electronics,Smartphone,3,18552.69,55658.07
3/9/2025,Books,Comics,3,23022.89,69068.67
5/18/2025,Beauty,Lipstick,3,46702.88,140108.64
12/20/2025,Beauty,Shampoo,4,10683.98,42735.92
12/18/2025,Electronics,Tablet,3,47610.31,142830.93
6/17/2025,Clothing,Saree,2,23845.17,47690.34
7/26/2025,Books,Biography,2,36821.98,73643.96
8/26/2025,Books,Comics,1,39440.36,39440.36
1/24/2025,Clothing,Saree,3,9987.99,29963.97
8/28/2025,Electronics,Smartwatch,3,11351.92,34055.76
2/3/2025,Beauty,Face Cream,4,49688.77,198755.08
3/30/2025,Books,Biography,1,42755.59,42755.59
11/10/2025,Electronics,Smartwatch,5,3883.1,19415.5
1/11/2025,Books,Science Textbook,2,2862.85,5725.7
6/3/2025,Home & Kitchen,Water Purifier,1,7242.67,7242.67
1/2/2025,Clothing,Sneakers,5,14214.05,71070.25
10/21/2025,Home & Kitchen,Water Purifier,5,6067.58,30337.9
8/25/2025,Clothing,T-Shirt,1,27211.5,27211.5
1/15/2025,Books,Biography,1,48868.78,48868.78
11/27/2025,Home & Kitchen,Water Purifier,4,49196.41,196785.64
7/2/2025,Home & Kitchen,Cookware Set,5,33848.11,169240.55
5/4/2025,Home & Kitchen,Air Fryer,2,23807.43,47614.86
12/17/2025,Electronics,Laptop,4,23849.93,95399.72
6/30/2025,Electronics,Smartwatch,2,18015.95,36031.9
12/12/2025,Books,Comics,2,14040.45,28080.9
10/29/2025,Clothing,Jacket,5,35991.07,179955.35
9/7/2025,Clothing,Saree,4,22233.68,88934.72
8/15/2025,Beauty,Hair Dryer,1,2790.06,2790.06
2/21/2025,Books,Children's Book,3,9295.52,27886.56
5/16/2025,Books,Fiction Novel,2,1108.83,2217.66
5/8/2025,Books,Fiction Novel,2,29838.06,59676.12
5/30/2025,Beauty,Lipstick,4,26549.62,106198.48
2/2/2025,Electronics,Smartphone,5,10633.76,53168.8
2/16/2025,Books,Biography,3,19904.22,59712.66
8/19/2025,Electronics,Smartwatch,3,28447.92,85343.76
4/20/2025,Clothing,T-Shirt,2,47197.25,94394.5
2/20/2025,Beauty,Face Cream,1,42104.69,42104.69
12/13/2025,Electronics,Tablet,5,42671.45,213357.25
12/21/2025,Electronics,Laptop,5,19187.15,95935.75
1/22/2025,Home & Kitchen,Mixer Grinder,3,12627.65,37882.95
1/27/2025,Books,Fiction Novel,1,47851.34,47851.34
11/18/2025,Electronics,Smartphone,5,47197.66,235988.3
9/11/2025,Beauty,Hair Dryer,2,39982.11,79964.22
7/12/2025,Home & Kitchen,Vacuum Cleaner,5,42165.44,210827.2
5/14/2025,Electronics,Headphones,2,9137.23,18274.46
6/22/2025,Books,Children's Book,1,39061.95,39061.95
6/3/2025,Clothing,Jacket,4,5646.64,22586.56
7/1/2025,Books,Fiction Novel,1,28462.61,28462.61
1/24/2025,Beauty,Shampoo,5,19194.54,95972.7
5/14/2025,Electronics,Headphones,3,37380.64,112141.92
2/3/2025,Books,Comics,1,35058.89,35058.89
11/13/2025,Books,Children's Book,2,20653.21,41306.42
3/1/2025,Home & Kitchen,Mixer Grinder,4,36335.83,145343.32
1/23/2025,Beauty,Hair Dryer,1,22069.1,22069.1
11/2/2025,Beauty,Lipstick,5,23725.91,118629.55
2/12/2025,Electronics,Headphones,3,6250.65,18751.95
6/28/2025,Beauty,Face Cream,1,34453.03,34453.03
7/8/2025,Beauty,Hair Dryer,3,9115.17,27345.51
8/10/2025,Books,Children's Book,4,24214.49,96857.96
6/3/2025,Books,Science Textbook,2,27751.04,55502.08
4/1/2025,Books,Science Textbook,1,18246.54,18246.54
12/19/2025,Clothing,Jacket,4,45597.27,182389.08
12/19/2025,Home & Kitchen,Water Purifier,5,40458.75,202293.75
6/25/2025,Books,Fiction Novel,1,8983.03,8983.03
10/4/2025,Clothing,Jacket,1,37200.81,37200.81
1/25/2025,Electronics,Smartphone,4,43774.73,175098.92
2/24/2025,Clothing,Sneakers,3,31028.94,93086.82
10/21/2025,Beauty,Face Cream,4,35323.04,141292.16
5/5/2025,Clothing,Jacket,1,6811.13,6811.13
7/4/2025,Electronics,Tablet,2,9053.89,18107.78
4/15/2025,Home & Kitchen,Mixer Grinder,5,22071.83,110359.15
8/12/2025,Home & Kitchen,Mixer Grinder,1,49115.62,49115.62
4/29/2025,Books,Biography,2,42612.17,85224.34
1/1/2025,Electronics,Laptop,3,41859.77,125579.31
1/3/2025,Home & Kitchen,Water Purifier,2,23621.47,47242.94
5/15/2025,Electronics,Headphones,5,41107.48,205537.4
8/6/2025,Books,Comics,1,8158.33,8158.33
3/2/2025,Electronics,Smartphone,3,46072.39,138217.17
1/1/2025,Home & Kitchen,Air Fryer,2,45164.58,90329.16
9/14/2025,Home & Kitchen,Mixer Grinder,4,8163.69,32654.76
12/22/2025,Home & Kitchen,Vacuum Cleaner,2,9352.46,18704.92
5/10/2025,Home & Kitchen,Mixer Grinder,1,9588.82,9588.82
1/7/2025,Books,Comics,4,33689.84,134759.36
7/3/2025,Electronics,Tablet,3,4572.1,13716.3
5/21/2025,Electronics,Smartphone,4,13062.9,52251.6
8/31/2025,Books,Comics,2,10970.22,21940.44
8/27/2025,Books,Comics,3,22514.06,67542.18
1/27/2025,Home & Kitchen,Cookware Set,2,30215.97,60431.94
4/15/2025,Electronics,Smartwatch,1,7605.85,7605.85
2/5/2025,Books,Fiction Novel,2,32329.99,64659.98
6/29/2025,Home & Kitchen,Cookware Set,4,15014.52,60058.08
10/10/2025,Home & Kitchen,Water Purifier,3,18767.06,56301.18
12/26/2025,Books,Biography,1,45824.11,45824.11
4/27/2025,Books,Comics,5,24050.37,120251.85
5/4/2025,Electronics,Headphones,2,40560.4,81120.8
12/4/2025,Beauty,Face Cream,2,16354.91,32709.82
8/11/2025,Electronics,Smartphone,3,12408.91,37226.73
1/22/2025,Beauty,Face Cream,4,32685.39,130741.56
7/31/2025,Books,Comics,4,47627.71,190510.84
9/27/2025,Beauty,Perfume,5,3082.62,15413.1
10/5/2025,Books,Children's Book,1,4849.71,4849.71
3/12/2025,Electronics,Smartwatch,3,5143.92,15431.76
9/16/2025,Beauty,Perfume,4,23127.63,92510.52
9/16/2025,Beauty,Face Cream,1,19044.4,19044.4
7/9/2025,Books,Fiction Novel,3,36400.23,109200.69
12/13/2025,Books,Fiction Novel,4,27387.39,109549.56
8/15/2025,Electronics,Tablet,5,39351.77,196758.85
1/3/2025,Books,Fiction Novel,5,10763.97,53819.85
5/20/2025,Home & Kitchen,Water Purifier,4,27638.82,110555.28
11/21/2025,Beauty,Lipstick,5,18981.9,94909.5
12/19/2025,Electronics,Laptop,1,33564.32,33564.32
10/23/2025,Beauty,Lipstick,1,16144.79,16144.79
8/16/2025,Books,Children's Book,5,628.99,3144.95
9/28/2025,Clothing,Jacket,1,6510.81,6510.81
5/1/2025,Home & Kitchen,Vacuum Cleaner,4,27117.52,108470.08
7/18/2025,Home & Kitchen,Cookware Set,1,42068.43,42068.43
9/12/2025,Books,Biography,3,12463.34,37390.02
3/11/2025,Electronics,Headphones,5,23984.12,119920.6
2/28/2025,Books,Biography,4,12802.72,51210.88
12/24/2025,Beauty,Shampoo,2,6018.84,12037.68
3/18/2025,Clothing,Sneakers,3,33266.63,99799.89
11/7/2025,Beauty,Shampoo,2,30584.59,61169.18
12/8/2025,Beauty,Shampoo,5,13711.15,68555.75
10/13/2025,Electronics,Laptop,5,8349.31,41746.55
9/26/2025,Clothing,Jeans,5,33387.16,166935.8
10/16/2025,Home & Kitchen,Air Fryer,5,37034.11,185170.55
11/25/2025,Clothing,Sneakers,4,18771.68,75086.72
9/4/2025,Electronics,Headphones,5,8214.39,41071.95
7/31/2025,Electronics,Smartphone,1,7602.57,7602.57
10/18/2025,Books,Children's Book,1,14380.21,14380.21
6/15/2025,Electronics,Smartwatch,4,17909.77,71639.08
5/18/2025,Electronics,Smartphone,1,23833.61,23833.61
4/3/2025,Home & Kitchen,Cookware Set,1,45584.42,45584.42
1/29/2025,Books,Comics,4,34388.62,137554.48
10/19/2025,Beauty,Shampoo,3,41083.76,123251.28
3/2/2025,Electronics,Tablet,4,37600.16,150400.64
7/28/2025,Electronics,Laptop,3,1869.55,5608.65
11/27/2025,Beauty,Lipstick,2,15643.55,31287.1
5/26/2025,Beauty,Lipstick,1,42398.87,42398.87
7/11/2025,Electronics,Smartphone,4,940.72,3762.88
9/10/2025,Books,Children's Book,3,18085.68,54257.04
3/26/2025,Electronics,Headphones,3,8349.81,25049.43
11/18/2025,Home & Kitchen,Cookware Set,1,45532.42,45532.42
10/31/2025,Home & Kitchen,Vacuum Cleaner,2,11549.49,23098.98
12/29/2025,Books,Children's Book,4,34722.77,138891.08
9/4/2025,Clothing,Sneakers,4,36024.72,144098.88
1/12/2025,Electronics,Tablet,1,20621.58,20621.58
10/19/2025,Home & Kitchen,Cookware Set,5,25491.53,127457.65
7/2/2025,Clothing,T-Shirt,2,25237.6,50475.2
1/1/2025,Electronics,Laptop,3,25882.76,77648.28
5/14/2025,Books,Comics,1,18210.7,18210.7
5/27/2025,Beauty,Lipstick,1,32602.68,32602.68
11/30/2025,Beauty,Face Cream,5,38654.19,193270.95
6/15/2025,Books,Biography,5,32493.7,162468.5
3/21/2025,Electronics,Smartwatch,2,49841.39,99682.78
2/18/2025,Electronics,Laptop,4,15566.66,62266.64
8/26/2025,Home & Kitchen,Air Fryer,5,25359.97,126799.85
11/27/2025,Home & Kitchen,Mixer Grinder,4,1451.88,5807.52
12/3/2025,Clothing,Jeans,4,20352.28,81409.12
11/7/2025,Beauty,Perfume,1,47897.53,47897.53
8/14/2025,Electronics,Smartwatch,5,31151.29,155756.45
4/10/2025,Clothing,Jeans,5,29528.08,147640.4
10/7/2025,Home & Kitchen,Vacuum Cleaner,3,5559.94,16679.82
11/6/2025,Clothing,Saree,2,20108.57,40217.14
3/26/2025,Electronics,Headphones,5,36230.25,181151.25
4/9/2025,Beauty,Face Cream,3,32210.47,96631.41
11/25/2025,Books,Science Textbook,1,39690.35,39690.35
7/14/2025,Electronics,Tablet,4,37522.12,150088.48
8/6/2025,Electronics,Smartphone,1,8742.19,8742.19
6/16/2025,Electronics,Smartphone,3,6207.1,18621.3
4/21/2025,Clothing,T-Shirt,5,35068.8,175344
12/29/2025,Clothing,Saree,4,31758.11,127032.44
9/1/2025,Clothing,Jeans,4,45559.23,182236.92
10/3/2025,Home & Kitchen,Cookware Set,3,38030.71,114092.13
6/8/2025,Beauty,Lipstick,4,30209.08,120836.32
12/4/2025,Home & Kitchen,Mixer Grinder,5,35382.74,176913.7
5/23/2025,Beauty,Perfume,3,33522.76,100568.28
12/7/2025,Electronics,Headphones,4,42715.4,170861.6
6/28/2025,Electronics,Headphones,1,44805.82,44805.82
9/2/2025,Electronics,Tablet,4,22755.97,91023.88
11/14/2025,Home & Kitchen,Air Fryer,4,47572.97,190291.88
5/19/2025,Beauty,Face Cream,1,36052.04,36052.04
8/21/2025,Electronics,Laptop,4,32771.52,131086.08
3/13/2025,Beauty,Shampoo,3,37353.27,112059.81
11/11/2025,Electronics,Headphones,1,21774.39,21774.39
12/26/2025,Electronics,Tablet,3,44581.78,133745.34
4/23/2025,Electronics,Smartwatch,1,41917.22,41917.22
9/9/2025,Clothing,Sneakers,2,27249.98,54499.96
11/29/2025,Clothing,Saree,2,3308.04,6616.08
7/23/2025,Beauty,Face Cream,1,21705.17,21705.17
3/3/2025,Electronics,Headphones,5,3118.48,15592.4
7/31/2025,Beauty,Perfume,1,29802.23,29802.23
8/4/2025,Beauty,Face Cream,5,23167.06,115835.3
10/5/2025,Books,Science Textbook,1,25753.15,25753.15
3/20/2025,Beauty,Hair Dryer,5,25520.34,127601.7
12/18/2025,Books,Children's Book,5,37092.44,185462.2
10/19/2025,Books,Science Textbook,2,808.07,1616.14
3/1/2025,Beauty,Lipstick,5,49401.91,247009.55
8/17/2025,Clothing,T-Shirt,1,41797.44,41797.44
7/27/2025,Books,Science Textbook,5,9289.04,46445.2
10/18/2025,Beauty,Face Cream,4,39647.91,158591.64
8/29/2025,Electronics,Headphones,5,20534,102670
12/30/2025,Books,Fiction Novel,3,5489.16,16467.48
8/10/2025,Electronics,Headphones,4,29788.24,119152.96
11/6/2025,Electronics,Headphones,5,3432.53,17162.65
11/15/2025,Books,Comics,1,49982.97,49982.97
12/14/2025,Electronics,Smartphone,5,25126.54,125632.7
7/19/2025,Home & Kitchen,Vacuum Cleaner,1,21559.19,21559.19
7/29/2025,Clothing,Saree,3,8326.97,24980.91
12/14/2025,Home & Kitchen,Water Purifier,3,27807.69,83423.07
5/26/2025,Beauty,Hair Dryer,3,35142.91,105428.73
7/31/2025,Clothing,T-Shirt,3,3412.1,10236.3
12/18/2025,Books,Comics,4,9068.05,36272.2
6/27/2025,Beauty,Lipstick,1,30579.07,30579.07
3/11/2025,Electronics,Tablet,5,2087.36,10436.8
12/24/2025,Books,Science Textbook,2,22264.72,44529.44
5/1/2025,Books,Biography,2,21247.69,42495.38
5/4/2025,Home & Kitchen,Vacuum Cleaner,5,39434.42,197172.1
2/21/2025,Home & Kitchen,Vacuum Cleaner,4,20388.91,81555.64
3/22/2025,Books,Biography,3,40338.04,121014.12
8/25/2025,Books,Science Textbook,5,24849.58,124247.9
2/19/2025,Clothing,Jeans,3,11889.43,35668.29
10/10/2025,Books,Children's Book,3,47168.39,141505.17
12/20/2025,Home & Kitchen,Mixer Grinder,1,21131.78,21131.78
1/22/2025,Electronics,Headphones,5,8700.41,43502.05
10/23/2025,Clothing,Sneakers,3,26174.05,78522.15
7/14/2025,Clothing,Sneakers,5,47596.95,237984.75
12/28/2025,Books,Science Textbook,2,21019.64,42039.28
11/22/2025,Electronics,Smartphone,1,18630.6,18630.6
7/14/2025,Electronics,Headphones,4,23944.61,95778.44
10/3/2025,Electronics,Laptop,4,49382.47,197529.88
10/9/2025,Home & Kitchen,Cookware Set,5,9378.69,46893.45
8/20/2025,Clothing,Saree,4,40092.39,160369.56
11/17/2025,Beauty,Lipstick,3,16742.33,50226.99
5/24/2025,Clothing,T-Shirt,5,48242.22,241211.1
3/4/2025,Clothing,Saree,5,34423.47,172117.35
10/19/2025,Books,Children's Book,1,45808.24,45808.24
11/12/2025,Electronics,Smartwatch,5,10144.12,50720.6
9/6/2025,Books,Comics,4,932.54,3730.16
11/21/2025,Electronics,Smartphone,2,21191.16,42382.32
12/18/2025,Home & Kitchen,Air Fryer,2,15935.73,31871.46
11/11/2025,Clothing,Sneakers,2,27446.4,54892.8
11/2/2025,Electronics,Smartphone,1,23127.41,23127.41
11/29/2025,Electronics,Laptop,4,25664.67,102658.68
3/30/2025,Clothing,Jacket,2,39022.66,78045.32
10/28/2025,Clothing,Saree,2,38833.68,77667.36
8/29/2025,Books,Biography,2,2523.53,5047.06
1/17/2025,Home & Kitchen,Cookware Set,1,27855.13,27855.13
2/23/2025,Clothing,Saree,1,35727.36,35727.36
1/30/2025,Books,Children's Book,3,19504.9,58514.7
6/7/2025,Electronics,Smartwatch,5,5843.67,29218.35
9/30/2025,Home & Kitchen,Water Purifier,5,27660.04,138300.2
3/8/2025,Clothing,T-Shirt,3,5994.16,17982.48
4/26/2025,Books,Comics,1,682.26,682.26
4/26/2025,Beauty,Hair Dryer,2,37935.33,75870.66
1/17/2025,Books,Fiction Novel,1,10923.39,10923.39
7/18/2025,Electronics,Tablet,3,443.28,1329.84
3/22/2025,Beauty,Face Cream,4,24867.49,99469.96
12/20/2025,Books,Comics,1,21808.47,21808.47
8/4/2025,Home & Kitchen,Mixer Grinder,1,47744.97,47744.97
9/6/2025,Home & Kitchen,Water Purifier,3,19017.73,57053.19
1/16/2025,Home & Kitchen,Mixer Grinder,2,11222.68,22445.36
6/8/2025,Books,Science Textbook,3,48778.11,146334.33
1/26/2025,Beauty,Shampoo,3,12095.21,36285.63
2/21/2025,Home & Kitchen,Air Fryer,3,10190.51,30571.53
12/16/2025,Electronics,Tablet,3,5278.19,15834.57
5/18/2025,Electronics,Headphones,4,26071.85,104287.4
7/4/2025,Clothing,Saree,3,38473.2,115419.6
1/11/2025,Clothing,T-Shirt,1,25199.82,25199.82
10/8/2025,Electronics,Smartwatch,3,5437,16311
8/22/2025,Books,Fiction Novel,4,38328.72,153314.88
1/11/2025,Clothing,Jacket,4,23763.39,95053.56
