date,gender,category,product_name,sales,quantity,discount,profit,shipping_cost
6/14/2018,Male,Fashion,Jeans,218,2,0.5,116.2,11.6
7/7/2018,Female,Fashion,Suits,109,1,0.5,24.6,2.5
8/6/2018,Male,Fashion,Sports Wear,85,1,0.4,1.6,0.2
10/9/2018,Female,Fashion,Casula Shoes,122,5,0.5,11.5,1.2
11/1/2018,Male,Fashion,Running Shoes,224,3,0.5,137.3,13.7
1/6/2018,Male,Fashion,Formal Shoes,213,5,0.4,90.4,9
6/28/2018,Male,Fashion,Sneakers,62,2,0.4,31,3.1
8/1/2018,Male,Fashion,Titak watch,228,5,0.5,113.8,11.4
5/3/2018,Male,Fashion,Fossil Watch,159,2,0.5,63.1,6.3
10/2/2018,Male,Fashion,T - Shirts,248,1,0.5,155.6,15.6
10/20/2018,Female,Fashion,Shirts,196,2,0.4,100.3,10
6/27/2018,Male,Fashion,Jeans,218,2,0.5,124.9,12.5
2/9/2018,Male,Fashion,Suits,109,2,0.5,22.5,2.2
1/13/2018,Female,Fashion,Sports Wear,85,5,0.5,0.8,0.1
8/6/2018,Male,Fashion,Casula Shoes,122,2,0.5,39.6,4
2/18/2018,Male,Fashion,Running Shoes,224,1,0.5,141.8,14.2
10/4/2018,Male,Fashion,Formal Shoes,213,3,0.5,113.8,11.4
11/21/2018,Male,Fashion,Sneakers,62,1,0.4,62,6.2
4/19/2018,Male,Fashion,Titak watch,228,1,0.4,138.9,13.9
12/15/2018,Male,Fashion,Fossil Watch,159,3,0.4,59.9,6
3/2/2018,Male,Fashion,T - Shirts,248,1,0.5,118.4,11.8
1/9/2018,Male,Fashion,Shirts,196,3,0.5,98.4,9.8
4/11/2018,Male,Fashion,Jeans,218,2,0.5,124.9,12.5
3/10/2018,Male,Fashion,Suits,109,5,0.4,18.1,1.8
5/3/2018,Male,Fashion,Sports Wear,85,1,0.4,21.3,2.1
10/10/2018,Male,Fashion,Casula Shoes,122,1,0.5,38.3,3.8
5/5/2018,Male,Fashion,Running Shoes,224,1,0.4,108.2,10.8
11/25/2018,Male,Fashion,Formal Shoes,213,3,0.5,126.6,12.7
8/16/2018,Male,Fashion,Sneakers,62,5,0.4,12.4,1.2
11/19/2018,Female,Fashion,Titak watch,228,1,0.5,120.6,12.1
2/4/2018,Male,Fashion,Fossil Watch,159,1,0.5,71.1,7.1
4/6/2018,Male,Fashion,T - Shirts,248,3,0.5,130.8,13.1
6/30/2018,Male,Fashion,Shirts,196,3,0.5,86.6,8.7
11/4/2018,Male,Fashion,Jeans,218,1,0.5,135.8,13.6
9/11/2018,Male,Fashion,Suits,109,1,0.5,25.7,2.6
10/29/2018,Male,Fashion,Sports Wear,85,3,0.5,2.5,0.2
11/5/2018,Male,Fashion,Casula Shoes,122,3,0.4,34.7,3.5
9/23/2018,Male,Fashion,Running Shoes,224,3,0.4,117.1,11.7
5/15/2018,Male,Fashion,Formal Shoes,213,3,0.4,120.2,12
1/9/2018,Male,Fashion,Sneakers,62,3,0.5,20.7,2.1
4/9/2018,Male,Fashion,Titak watch,228,1,0.5,141.2,14.1
11/12/2018,Female,Fashion,Fossil Watch,159,1,0.4,75.8,7.6
6/15/2018,Male,Fashion,T - Shirts,248,1,0.5,158.1,15.8
11/3/2018,Male,Fashion,Shirts,196,1,0.5,92.5,9.2
12/23/2018,Female,Fashion,Jeans,218,3,0.5,105.3,10.5
8/15/2018,Male,Fashion,Suits,109,2,0.5,26.8,2.7
9/25/2018,Male,Fashion,Sports Wear,85,1,0.5,0.8,0.1
6/14/2018,Female,Fashion,Casula Shoes,122,1,0.5,17.6,1.8
8/26/2018,Female,Fashion,Running Shoes,224,5,0.4,99.2,9.9
2/22/2018,Male,Fashion,Formal Shoes,213,2,0.4,124.5,12.4
10/4/2018,Male,Fashion,Sneakers,62,5,0.5,12.4,1.2
11/8/2018,Male,Fashion,Titak watch,228,5,0.4,125.2,12.5
5/27/2018,Male,Fashion,Fossil Watch,159,1,0.4,53.6,5.4
3/20/2018,Female,Fashion,T - Shirts,248,3,0.4,138.2,13.8
1/17/2018,Male,Fashion,Shirts,196,3,0.5,98.4,9.8
12/22/2018,Male,Fashion,Jeans,218,5,0.4,94.4,9.4
6/15/2018,Male,Fashion,Suits,109,5,0.5,12.7,1.3
5/12/2018,Male,Fashion,Sports Wear,85,1,0.5,21.3,2.1
7/4/2018,Male,Fashion,Casula Shoes,122,1,0.4,22.5,2.2
11/11/2018,Male,Fashion,Running Shoes,224,1,0.5,117.1,11.7
12/10/2018,Female,Fashion,Formal Shoes,213,2,0.4,124.5,12.4
5/10/2018,Female,Fashion,Sneakers,62,3,0.5,20.7,2.1
9/27/2018,Male,Fashion,Titak watch,228,1,0.5,138.9,13.9
12/27/2018,Male,Fashion,Fossil Watch,159,3,0.5,64.7,6.5
11/18/2018,Male,Fashion,T - Shirts,248,1,0.4,148.2,14.8
8/12/2018,Male,Fashion,Shirts,196,1,0.4,100.3,10
7/30/2018,Male,Fashion,Jeans,218,5,0.5,83.5,8.4
12/23/2018,Male,Fashion,Suits,109,1,0.4,26.8,2.7
5/19/2018,Male,Fashion,Sports Wear,85,3,0.4,28.3,2.8
5/30/2018,Male,Fashion,Casula Shoes,122,1,0.5,40.8,4.1
8/26/2018,Male,Fashion,Running Shoes,224,3,0.4,130.6,13.1
9/20/2018,Male,Fashion,Formal Shoes,213,1,0.5,90.4,9
9/8/2018,Male,Fashion,Sneakers,62,1,0.4,62,6.2
10/27/2018,Male,Fashion,Titak watch,228,3,0.4,134.3,13.4
10/2/2018,Male,Fashion,Fossil Watch,159,5,0.5,39.3,3.9
3/12/2018,Female,Fashion,T - Shirts,248,1,0.4,128.3,12.8
5/14/2018,Male,Fashion,Shirts,196,1,0.5,110.1,11
3/23/2018,Female,Fashion,Jeans,218,2,0.5,124.9,12.5
11/14/2018,Male,Fashion,Suits,109,1,0.5,25.7,2.6
5/20/2018,Male,Fashion,Sports Wear,85,2,0.4,1.6,0.2
9/9/2018,Male,Fashion,Casula Shoes,122,1,0.5,38.3,3.8
10/5/2018,Male,Fashion,Running Shoes,224,3,0.5,110.4,11
7/23/2018,Male,Fashion,Formal Shoes,213,1,0.5,107.4,10.7
10/8/2018,Female,Fashion,Sneakers,62,3,0.4,20.7,2.1
2/24/2018,Female,Fashion,Titak watch,228,1,0.4,129.8,13
8/9/2018,Male,Fashion,Fossil Watch,159,2,0.5,69.5,6.9
1/14/2018,Male,Fashion,T - Shirts,248,3,0.4,153.1,15.3
10/12/2018,Female,Fashion,Shirts,196,5,0.5,67,6.7
3/11/2018,Male,Fashion,Jeans,218,2,0.4,120.6,12.1
8/4/2018,Male,Fashion,Suits,109,3,0.5,25.7,2.6
11/18/2018,Male,Fashion,Sports Wear,85,2,0.5,42.5,4.3
6/14/2018,Male,Fashion,Casula Shoes,122,1,0.4,32.2,3.2
5/7/2018,Male,Fashion,Running Shoes,224,1,0.4,135,13.5
9/3/2018,Male,Fashion,Formal Shoes,213,5,0.5,101.1,10.1
11/16/2018,Male,Fashion,Sneakers,62,2,0.4,31,3.1
4/25/2018,Male,Fashion,Titak watch,228,3,0.5,141.2,14.1
11/14/2018,Male,Fashion,Fossil Watch,159,1,0.4,72.6,7.3
10/14/2018,Male,Fashion,T - Shirts,248,3,0.5,130.8,13.1
10/20/2018,Male,Fashion,Shirts,196,1,0.4,112.1,11.2
11/30/2018,Male,Fashion,Jeans,218,2,0.5,124.9,12.5
2/24/2018,Male,Fashion,Suits,109,1,0.4,11.6,1.2
12/7/2018,Male,Fashion,Sports Wear,85,2,0.4,1.6,0.2
5/22/2018,Male,Fashion,Casula Shoes,122,3,0.4,27.4,2.7
5/19/2018,Male,Fashion,Running Shoes,224,1,0.4,139.5,14
4/24/2018,Male,Fashion,Formal Shoes,213,2,0.5,111.7,11.2
11/20/2018,Male,Fashion,Sneakers,62,1,0.5,15.5,1.6
1/13/2018,Male,Fashion,Titak watch,228,2,0.5,134.3,13.4
8/9/2018,Female,Fashion,Fossil Watch,159,2,0.5,63.1,6.3
10/23/2018,Male,Fashion,T - Shirts,248,1,0.5,165.5,16.6
5/15/2018,Male,Fashion,Shirts,196,1,0.5,106.2,10.6
10/9/2018,Male,Fashion,Jeans,218,2,0.5,133.6,13.4
1/9/2018,Male,Fashion,Suits,109,1,0.5,7.2,0.7
11/14/2018,Male,Fashion,Sports Wear,85,1,0.4,21.3,2.1
8/10/2018,Male,Fashion,Casula Shoes,122,2,0.5,29.8,3
10/4/2018,Male,Fashion,Running Shoes,224,2,0.5,121.6,12.2
12/28/2018,Male,Fashion,Formal Shoes,213,5,0.4,90.4,9
7/20/2018,Male,Fashion,Sneakers,62,5,0.4,12.4,1.2
10/24/2018,Male,Fashion,Titak watch,228,3,0.4,120.6,12.1
5/20/2018,Female,Fashion,Fossil Watch,159,5,0.5,39.3,3.9
9/29/2018,Male,Fashion,T - Shirts,248,3,0.4,153.1,15.3
12/15/2018,Female,Fashion,Shirts,196,2,0.5,104.2,10.4
9/4/2018,Female,Fashion,Jeans,218,1,0.5,111.8,11.2
5/4/2018,Male,Fashion,Suits,109,3,0.5,19.2,1.9
11/14/2018,Male,Fashion,Sports Wear,85,1,0.5,1.6,0.2
5/26/2018,Male,Fashion,Casula Shoes,122,2,0.5,34.7,3.5
11/28/2018,Male,Fashion,Running Shoes,224,2,0.5,130.6,13.1
9/20/2018,Male,Fashion,Formal Shoes,213,3,0.5,113.8,11.4
11/13/2018,Male,Fashion,Sneakers,62,5,0.4,12.4,1.2
4/14/2018,Male,Fashion,Titak watch,228,3,0.4,134.3,13.4
12/29/2018,Female,Fashion,Fossil Watch,159,5,0.5,39.3,3.9
10/25/2018,Male,Fashion,T - Shirts,248,3,0.5,160.6,16.1
11/10/2018,Male,Fashion,Shirts,196,2,0.4,108.2,10.8
11/1/2018,Male,Fashion,Jeans,218,3,0.4,111.8,11.2
11/12/2018,Male,Fashion,Suits,109,1,0.4,11.6,1.2
10/4/2018,Male,Fashion,Sports Wear,85,5,0.4,17,1.7
5/21/2018,Male,Fashion,Casula Shoes,122,1,0.4,37.1,3.7
5/17/2018,Male,Fashion,Running Shoes,224,1,0.5,117.1,11.7
8/26/2018,Male,Fashion,Formal Shoes,213,1,0.5,90.4,9
7/10/2018,Male,Fashion,Sneakers,62,1,0.5,15.5,1.6
5/11/2018,Female,Fashion,Titak watch,228,1,0.5,141.2,14.1
5/15/2018,Male,Fashion,Fossil Watch,159,3,0.4,59.9,6
11/21/2018,Male,Fashion,T - Shirts,248,5,0.5,155.6,15.6
11/22/2018,Male,Fashion,Shirts,196,2,0.4,108.2,10.8
5/3/2018,Female,Fashion,Jeans,218,5,0.5,105.3,10.5
9/5/2018,Male,Fashion,Suits,109,5,0.5,23.6,2.4
9/10/2018,Male,Fashion,Sports Wear,85,5,0.4,17,1.7
12/22/2018,Male,Fashion,Casula Shoes,122,2,0.4,32.2,3.2
6/24/2018,Male,Fashion,Running Shoes,224,5,0.5,110.4,11
9/7/2018,Male,Fashion,Formal Shoes,213,1,0.5,124.5,12.4
1/19/2018,Male,Fashion,Sneakers,62,2,0.5,31,3.1
5/12/2018,Male,Fashion,Titak watch,228,1,0.5,136.6,13.7
1/20/2018,Male,Fashion,Fossil Watch,159,5,0.5,39.3,3.9
9/19/2018,Male,Fashion,T - Shirts,248,1,0.5,118.4,11.8
10/6/2018,Male,Fashion,Shirts,196,2,0.4,108.2,10.8
5/7/2018,Female,Fashion,Jeans,218,5,0.4,116.2,11.6
8/12/2018,Female,Fashion,Suits,109,5,0.5,12.7,1.3
4/9/2018,Male,Fashion,Sports Wear,85,5,0.5,0.8,0.1
12/18/2018,Female,Fashion,Casula Shoes,122,1,0.5,27.4,2.7
7/30/2018,Male,Fashion,Running Shoes,224,2,0.4,126.1,12.6
8/11/2018,Male,Fashion,Formal Shoes,213,3,0.5,101.1,10.1
5/17/2018,Male,Fashion,Sneakers,62,1,0.5,62,6.2
3/16/2018,Male,Fashion,Titak watch,228,2,0.5,134.3,13.4
8/21/2018,Female,Fashion,Fossil Watch,159,1,0.5,72.6,7.3
7/27/2018,Female,Fashion,T - Shirts,248,1,0.5,158.1,15.8
5/23/2018,Male,Fashion,Shirts,196,3,0.4,104.2,10.4
4/17/2018,Male,Fashion,Jeans,218,3,0.5,131.5,13.1
5/4/2018,Female,Fashion,Suits,109,1,0.5,23.6,2.4
9/8/2018,Male,Fashion,Sports Wear,85,5,0.5,0.8,0.1
8/24/2018,Male,Fashion,Casula Shoes,122,3,0.5,38.3,3.8
5/16/2018,Male,Fashion,Running Shoes,224,2,0.4,126.1,12.6
8/2/2018,Male,Fashion,Formal Shoes,213,1,0.4,124.5,12.4
4/25/2018,Male,Fashion,Sneakers,62,1,0.5,62,6.2
5/11/2018,Male,Fashion,Titak watch,228,2,0.4,138.9,13.9
11/25/2018,Male,Fashion,Fossil Watch,159,1,0.5,77.4,7.7
7/22/2018,Male,Fashion,T - Shirts,248,3,0.4,153.1,15.3
9/27/2018,Male,Fashion,Shirts,196,1,0.5,114,11.4
1/2/2018,Female,Fashion,Jeans,218,5,0.5,83.5,8.4
6/19/2018,Female,Fashion,Suits,109,3,0.4,15.9,1.6
7/21/2018,Male,Fashion,Sports Wear,85,1,0.5,1.6,0.2
11/22/2018,Male,Fashion,Casula Shoes,122,2,0.4,32.2,3.2
8/7/2018,Male,Fashion,Running Shoes,224,1,0.5,137.3,13.7
10/26/2018,Female,Fashion,Formal Shoes,213,3,0.5,113.8,11.4
8/25/2018,Male,Fashion,Sneakers,62,1,0.4,62,6.2
2/24/2018,Male,Fashion,Titak watch,228,3,0.5,113.8,11.4
8/12/2018,Female,Fashion,Fossil Watch,159,1,0.5,71.1,7.1
8/9/2018,Male,Fashion,T - Shirts,248,2,0.4,148.2,14.8
11/7/2018,Female,Fashion,Shirts,196,3,0.4,104.2,10.4
9/11/2018,Male,Fashion,Jeans,218,3,0.5,118.4,11.8
1/1/2018,Male,Fashion,Suits,109,5,0.5,12.7,1.3
9/20/2018,Male,Fashion,Sports Wear,85,3,0.4,28.3,2.8
1/13/2018,Male,Fashion,Casula Shoes,122,5,0.4,29.8,3
5/9/2018,Male,Fashion,Running Shoes,224,1,0.5,99.2,9.9
11/6/2018,Male,Fashion,Formal Shoes,213,1,0.5,130.9,13.1
7/5/2018,Male,Fashion,Sneakers,62,3,0.4,20.7,2.1
7/26/2018,Male,Fashion,Titak watch,228,3,0.4,134.3,13.4
5/7/2018,Male,Fashion,Fossil Watch,159,2,0.5,69.5,6.9
1/6/2018,Male,Fashion,T - Shirts,248,2,0.5,143.2,14.3
4/24/2018,Male,Fashion,Shirts,196,5,0.5,67,6.7
5/16/2018,Male,Fashion,Jeans,218,1,0.4,120.6,12.1
5/25/2018,Female,Fashion,Suits,109,5,0.5,12.7,1.3
11/18/2018,Male,Fashion,Sports Wear,85,2,0.4,42.5,4.3
6/25/2018,Male,Fashion,Casula Shoes,122,2,0.5,29.8,3
8/6/2018,Male,Fashion,Running Shoes,224,1,0.5,141.8,14.2
12/12/2018,Male,Fashion,Formal Shoes,213,3,0.5,101.1,10.1
10/22/2018,Female,Fashion,Sneakers,62,5,0.5,12.4,1.2
8/22/2018,Male,Fashion,Titak watch,228,5,0.5,136.6,13.7
12/17/2018,Male,Fashion,Fossil Watch,159,5,0.5,71.1,7.1
10/24/2018,Female,Fashion,T - Shirts,248,2,0.4,148.2,14.8
8/28/2018,Male,Fashion,Shirts,196,1,0.5,92.5,9.2
12/20/2018,Female,Fashion,Jeans,218,5,0.5,83.5,8.4
10/22/2018,Male,Fashion,Suits,109,1,0.5,24.6,2.5
11/28/2018,Male,Fashion,Sports Wear,85,2,0.4,1.6,0.2
9/3/2018,Male,Fashion,Casula Shoes,122,1,0.5,17.6,1.8
10/5/2018,Male,Fashion,Running Shoes,224,2,0.5,130.6,13.1
8/15/2018,Male,Fashion,Formal Shoes,213,5,0.4,111.7,11.2
10/10/2018,Male,Fashion,Sneakers,62,3,0.5,20.7,2.1
6/23/2018,Female,Fashion,Titak watch,228,1,0.5,138.9,13.9
3/25/2018,Female,Fashion,Fossil Watch,159,5,0.5,71.1,7.1
12/22/2018,Male,Fashion,T - Shirts,248,3,0.5,145.7,14.6
12/15/2018,Female,Fashion,Shirts,196,5,0.5,67,6.7
6/3/2018,Male,Fashion,Jeans,218,1,0.5,127.1,12.7
7/29/2018,Male,Fashion,Suits,109,5,0.5,23.6,2.4
5/13/2018,Male,Fashion,Sports Wear,85,1,0.5,21.3,2.1
1/18/2018,Female,Fashion,Casula Shoes,122,1,0.4,22.5,2.2
4/19/2018,Male,Fashion,Running Shoes,224,3,0.4,130.6,13.1
7/30/2018,Male,Fashion,Formal Shoes,213,1,0.4,124.5,12.4
7/1/2018,Male,Fashion,Sneakers,62,3,0.5,20.7,2.1
9/3/2018,Male,Fashion,Titak watch,228,1,0.4,129.8,13
3/12/2018,Male,Fashion,Fossil Watch,159,3,0.4,69.5,6.9
7/27/2018,Male,Fashion,T - Shirts,248,1,0.5,165.5,16.6
1/28/2018,Male,Fashion,Shirts,196,1,0.5,114,11.4
10/18/2018,Male,Fashion,Jeans,218,1,0.4,103.1,10.3
8/14/2018,Male,Fashion,Suits,109,1,0.4,20.3,2
9/19/2018,Female,Fashion,Sports Wear,85,5,0.5,0.8,0.1
1/27/2018,Male,Fashion,Casula Shoes,122,1,0.4,32.2,3.2
6/27/2018,Female,Fashion,Running Shoes,224,3,0.5,137.3,13.7
9/2/2018,Male,Fashion,Formal Shoes,213,1,0.5,130.9,13.1
5/1/2018,Male,Fashion,Sneakers,62,2,0.5,31,3.1
11/16/2018,Male,Fashion,Titak watch,228,5,0.4,125.2,12.5
1/9/2018,Male,Fashion,Fossil Watch,159,1,0.4,66.3,6.6
9/11/2018,Male,Fashion,T - Shirts,248,3,0.4,138.2,13.8
7/30/2018,Male,Fashion,Shirts,196,1,0.5,92.5,9.2
2/14/2018,Male,Fashion,Jeans,218,2,0.5,133.6,13.4
9/29/2018,Male,Fashion,Suits,109,1,0.4,20.3,2
6/13/2018,Male,Fashion,Sports Wear,85,1,0.4,1.6,0.2
9/28/2018,Male,Fashion,Casula Shoes,122,1,0.5,40.8,4.1
7/13/2018,Female,Fashion,Running Shoes,224,2,0.5,139.5,14
12/16/2018,Male,Fashion,Formal Shoes,213,2,0.4,124.5,12.4
11/30/2018,Male,Fashion,Sneakers,62,1,0.4,62,6.2
2/20/2018,Male,Fashion,Titak watch,228,5,0.5,136.6,13.7
9/5/2018,Male,Fashion,Fossil Watch,159,1,0.5,47.2,4.7
11/19/2018,Male,Fashion,T - Shirts,248,1,0.4,158.1,15.8
11/21/2018,Male,Fashion,Shirts,196,1,0.5,76.8,7.7
12/12/2018,Female,Fashion,Jeans,218,2,0.5,133.6,13.4
5/21/2018,Male,Fashion,Suits,109,5,0.5,23.6,2.4
9/27/2018,Male,Fashion,Sports Wear,85,1,0.4,1.6,0.2
11/18/2018,Male,Fashion,Casula Shoes,122,3,0.5,38.3,3.8
1/1/2018,Male,Fashion,Running Shoes,224,1,0.5,117.1,11.7
10/22/2018,Male,Fashion,Formal Shoes,213,5,0.5,101.1,10.1
5/15/2018,Male,Fashion,Sneakers,62,3,0.5,20.7,2.1
11/1/2018,Female,Fashion,Titak watch,228,2,0.4,129.8,13
1/30/2018,Female,Fashion,Fossil Watch,159,3,0.5,74.2,7.4
11/27/2018,Male,Fashion,T - Shirts,248,1,0.5,155.6,15.6
2/14/2018,Male,Fashion,Shirts,196,2,0.5,112.1,11.2
3/1/2018,Male,Fashion,Jeans,218,5,0.5,127.1,12.7
8/8/2018,Male,Fashion,Suits,109,1,0.5,23.6,2.4
12/22/2018,Female,Fashion,Sports Wear,85,5,0.5,17,1.7
4/24/2018,Male,Fashion,Casula Shoes,122,2,0.4,32.2,3.2
4/12/2018,Female,Fashion,Running Shoes,224,3,0.5,110.4,11
5/15/2018,Male,Fashion,Formal Shoes,213,1,0.5,124.5,12.4
7/21/2018,Male,Fashion,Sneakers,62,1,0.5,15.5,1.6
7/27/2018,Male,Fashion,Titak watch,228,2,0.5,125.2,12.5
12/20/2018,Male,Fashion,Fossil Watch,159,1,0.5,74.2,7.4
3/6/2018,Male,Fashion,T - Shirts,248,3,0.4,138.2,13.8
9/2/2018,Female,Fashion,Shirts,196,2,0.4,100.3,10
12/16/2018,Male,Fashion,Jeans,218,1,0.5,111.8,11.2
2/6/2018,Male,Fashion,Suits,109,3,0.4,22.5,2.2
10/26/2018,Male,Fashion,Sports Wear,85,2,0.5,3.3,0.3
9/13/2018,Female,Fashion,Casula Shoes,122,2,0.4,37.1,3.7
10/21/2018,Male,Fashion,Running Shoes,224,1,0.5,117.1,11.7
7/7/2018,Male,Fashion,Formal Shoes,213,5,0.5,101.1,10.1
6/4/2018,Male,Fashion,Sneakers,62,3,0.5,20.7,2.1
12/16/2018,Male,Fashion,Titak watch,228,1,0.5,145.7,14.6
10/8/2018,Male,Fashion,Fossil Watch,159,1,0.4,75.8,7.6
7/11/2018,Male,Fashion,T - Shirts,248,3,0.5,145.7,14.6
8/9/2018,Male,Fashion,Shirts,196,3,0.5,98.4,9.8
7/12/2018,Male,Fashion,Jeans,218,2,0.5,124.9,12.5
12/2/2018,Male,Fashion,Suits,109,5,0.5,1.8,0.2
8/27/2018,Male,Fashion,Sports Wear,85,2,0.4,1.6,0.2
9/23/2018,Male,Fashion,Casula Shoes,122,5,0.5,23.7,2.4
8/7/2018,Male,Fashion,Running Shoes,224,3,0.5,137.3,13.7
12/19/2018,Male,Fashion,Formal Shoes,213,2,0.4,116,11.6
9/18/2018,Male,Fashion,Sneakers,62,2,0.5,31,3.1
12/26/2018,Male,Fashion,Titak watch,228,1,0.4,111.5,11.2
1/21/2018,Male,Fashion,Fossil Watch,159,1,0.5,74.2,7.4
10/15/2018,Male,Fashion,T - Shirts,248,3,0.4,138.2,13.8
3/4/2018,Female,Fashion,Shirts,196,1,0.5,92.5,9.2
9/12/2018,Male,Fashion,Jeans,218,2,0.5,116.2,11.6
5/3/2018,Male,Fashion,Suits,109,2,0.5,26.8,2.7
11/2/2018,Male,Fashion,Sports Wear,85,1,0.4,3.3,0.3
8/5/2018,Male,Fashion,Casula Shoes,122,1,0.5,38.3,3.8
12/23/2018,Male,Fashion,Running Shoes,224,3,0.4,117.1,11.7
1/13/2018,Male,Fashion,Formal Shoes,213,3,0.4,107.4,10.7
3/3/2018,Male,Fashion,Sneakers,62,2,0.4,31,3.1
8/5/2018,Male,Fashion,Titak watch,228,1,0.5,138.9,13.9
8/14/2018,Male,Fashion,Fossil Watch,159,5,0.5,71.1,7.1
7/21/2018,Male,Fashion,T - Shirts,248,5,0.5,106,10.6
3/30/2018,Male,Fashion,Shirts,196,1,0.5,108.2,10.8
9/16/2018,Male,Fashion,Jeans,218,1,0.5,127.1,12.7
3/18/2018,Male,Fashion,Suits,109,1,0.4,20.3,2
7/21/2018,Male,Fashion,Sports Wear,85,2,0.5,42.5,4.3
3/11/2018,Male,Fashion,Casula Shoes,122,1,0.4,37.1,3.7
11/20/2018,Male,Fashion,Running Shoes,224,3,0.5,110.4,11
6/3/2018,Male,Fashion,Formal Shoes,213,3,0.5,113.8,11.4
8/20/2018,Male,Fashion,Sneakers,62,1,0.4,62,6.2
4/27/2018,Male,Fashion,Titak watch,228,2,0.4,129.8,13
10/12/2018,Male,Fashion,Fossil Watch,159,1,0.4,75.8,7.6
12/10/2018,Male,Fashion,T - Shirts,248,1,0.5,158.1,15.8
2/3/2018,Male,Fashion,Shirts,196,2,0.5,96.4,9.6
8/2/2018,Female,Fashion,Jeans,218,5,0.5,127.1,12.7
6/4/2018,Male,Fashion,Suits,109,1,0.5,25.7,2.6
11/30/2018,Male,Fashion,Sports Wear,85,3,0.5,28.3,2.8
1/8/2018,Male,Fashion,Casula Shoes,122,1,0.4,22.5,2.2
11/21/2018,Male,Fashion,Running Shoes,224,5,0.4,121.6,12.2
5/5/2018,Male,Fashion,Formal Shoes,213,2,0.5,111.7,11.2
7/30/2018,Female,Fashion,Sneakers,62,1,0.5,15.5,1.6
1/27/2018,Female,Fashion,Titak watch,228,3,0.4,134.3,13.4
6/27/2018,Male,Fashion,Fossil Watch,159,1,0.4,75.8,7.6
5/25/2018,Male,Fashion,T - Shirts,248,2,0.5,153.1,15.3
6/12/2018,Male,Fashion,Shirts,196,3,0.5,98.4,9.8
5/27/2018,Male,Fashion,Jeans,218,3,0.5,118.4,11.8
1/19/2018,Male,Fashion,Suits,109,1,0.5,25.7,2.6
6/22/2018,Male,Fashion,Sports Wear,85,2,0.4,1.6,0.2
11/22/2018,Male,Fashion,Casula Shoes,122,2,0.4,32.2,3.2
5/7/2018,Male,Fashion,Running Shoes,224,1,0.4,135,13.5
5/30/2018,Male,Fashion,Formal Shoes,213,2,0.5,111.7,11.2
5/21/2018,Male,Fashion,Sneakers,62,1,0.5,62,6.2
12/5/2018,Male,Fashion,Titak watch,228,1,0.5,120.6,12.1
10/11/2018,Female,Fashion,Fossil Watch,159,3,0.5,74.2,7.4
4/11/2018,Male,Fashion,T - Shirts,248,3,0.5,145.7,14.6
12/30/2018,Male,Fashion,Shirts,196,5,0.5,86.6,8.7
12/15/2018,Male,Fashion,Jeans,218,1,0.5,94.4,9.4
12/3/2018,Female,Fashion,Suits,109,1,0.4,20.3,2
11/29/2018,Female,Fashion,Sports Wear,85,1,0.4,3.3,0.3
11/21/2018,Male,Fashion,Casula Shoes,122,5,0.5,23.7,2.4
11/15/2018,Female,Fashion,Running Shoes,224,1,0.5,99.2,9.9
1/12/2018,Female,Fashion,Formal Shoes,213,1,0.5,107.4,10.7
11/21/2018,Male,Fashion,Sneakers,62,2,0.4,31,3.1
2/13/2018,Male,Fashion,Titak watch,228,2,0.4,138.9,13.9
7/17/2018,Male,Fashion,Fossil Watch,159,5,0.5,71.1,7.1
9/7/2018,Male,Fashion,T - Shirts,248,3,0.5,160.6,16.1
11/21/2018,Male,Fashion,Shirts,196,5,0.5,67,6.7
8/21/2018,Male,Fashion,Jeans,218,5,0.4,94.4,9.4
12/16/2018,Male,Fashion,Suits,109,3,0.5,12.7,1.3
6/23/2018,Male,Fashion,Sports Wear,85,3,0.5,28.3,2.8
12/14/2018,Male,Fashion,Casula Shoes,122,3,0.4,27.4,2.7
5/12/2018,Male,Fashion,Running Shoes,224,5,0.5,110.4,11
6/12/2018,Male,Fashion,Formal Shoes,213,3,0.4,120.2,12
9/22/2018,Male,Fashion,Sneakers,62,5,0.4,12.4,1.2
9/6/2018,Male,Fashion,Titak watch,228,2,0.4,138.9,13.9
8/5/2018,Male,Fashion,Fossil Watch,159,2,0.4,72.6,7.3
12/25/2018,Male,Fashion,T - Shirts,248,3,0.4,138.2,13.8
9/27/2018,Male,Fashion,Shirts,196,1,0.4,100.3,10
10/30/2018,Male,Fashion,Jeans,218,1,0.4,103.1,10.3
8/6/2018,Male,Fashion,Suits,109,2,0.5,26.8,2.7
11/19/2018,Female,Fashion,Sports Wear,85,2,0.5,42.5,4.3
6/19/2018,Male,Fashion,Casula Shoes,122,2,0.4,32.2,3.2
11/15/2018,Male,Fashion,Running Shoes,224,1,0.4,108.2,10.8
12/21/2018,Male,Fashion,Formal Shoes,213,3,0.5,101.1,10.1
11/16/2018,Male,Fashion,Sneakers,62,2,0.5,31,3.1
6/8/2018,Male,Fashion,Titak watch,228,5,0.5,91,9.1
4/11/2018,Male,Fashion,Fossil Watch,159,2,0.5,69.5,6.9
4/21/2018,Male,Fashion,T - Shirts,248,5,0.5,106,10.6
11/19/2018,Male,Fashion,Shirts,196,1,0.4,100.3,10
3/12/2018,Male,Fashion,Jeans,218,3,0.4,111.8,11.2
11/28/2018,Male,Fashion,Suits,109,1,0.4,26.8,2.7
